Date,Year,Country,Activity,Sex,Age,Fatal (Y/N),Species
aug,1982,JAPAN,,M,,Y,
aug,1982,USA,Surfing,M,17,,as shark
aug,1982,SOUTH AFRICA,Swimming,F,18,N,
,1982,TUNISIA,Windsurfing,M,,N,spinner shark
jul,1982,SOUTH AFRICA,Boogie boarding,M,20,,
jul,1982,SOUTH AFRICA,Paddleskiing,M,38,N,white shark
jul,1982,USA,Paddle Boarding,M,26,N,white shark
jul,1982,USA,Swimming,M,17,N,
jul,1982,USA,Swimming,M,43,,
jul,1982,USA,Swimming,F,19,N,
,1982,NEW CALEDONIA,,,,N,
jun,1982,SOUTH AFRICA,Surfing,M,27,Y,white shark
jun,1982,USA,Swimming,M,20,N,
jun,1982,BAHAMAS,Spearfishing ,M,19,N,Lemon shark
jun,1982,USA,,F,8,N,
jun,1982,USA,"Sailboarding, fell into water 100 yards outside the breakwater",M,,N,reef shark
,1982,USA,,F,33,,
mar,1982,USA,Surfing,M,16,N,
mar,1982,AUSTRALIA,Surfing,M,20,Y,
,1982,NEW CALEDONIA,Spearfishing,M,,N,
feb,1982,AUSTRALIA,Spearfishing,M,32,Y,white shark
feb,1982,USA,Surfing,M,18,N,
feb,1982,SOUTH AFRICA,Fishing,M,,N,
feb,1982,USA,Wading,F,,N,
feb,1982,USA,Swimming,F,,N,
feb,1982,USA,Swimming,F,75,Y,
feb,1982,USA,Scuba diving (submerged),M,,N,white shark
feb,1982,USA,Diving,M,29,Y,
jan,1982,SOUTH AFRICA,Swimming,M,20,N,Raggedtooth shark
,1982,ITALY,Boat,M,,,white shark
,1982,ITALY,Fishing on a boat,M,,N,White shark
,1982,TUNISIA,Spearfishing,,,,
dec,1981,USA,Surfing,M,24,Y,white shark
dec,1981,AUSTRALIA,,,,N,
dec,1981,USA,"Spearfishing, but swimming on surface",M,,N,Tiger shark
nov,1981,REUNION,Spearfishing,M,,N,
oct,1981,SOUTH AFRICA,Inspecting teeth of supposedly dead (hooked & shot) shark,M,,N,white shark
nov,1981,USA,Diving to untangle a crab trap line from boat's propeller,M,59,N,
oct,1981,USA,Swimming,M,19,N,
oct,1981,USA,Surfing,M,,,
oct,1981,USA,Surfing,M,17,N,
oct,1981,USA,Surfing,M,24,N,
sep,1981,USA,Surfing,M,28,N,
sep,1981,USA,Surfing,M,,N,
sep,1981,USA,Swimming,M,26,Y,tiger shark
sep,1981,USA,Surfing,M,25,N,
sep,1981,USA,Surfing,M,24,N,
aug,1981,USA,Surfing,M,15,N,
aug,1981,USA,Spearfishing,M,19,N,
aug,1981,USA,Fishing,M,,,
aug,1981,USA,Diving,M,,N,nurse shark
aug,1981,USA,"16' catamaran capsized previous night, occupants stayed with wreckage until morning, then attempted to swim ashore",F,19,Y,
aug,1981,BAHAMAS,Snorkeling on surface,M,53,N,Mako shark
jul,1981,USA,Swimming,F,16,N,
jul,1981,SOUTH AFRICA,Surfing,M,32,N,Zambezi shark
jul,1981,USA,Spearfishing,M,,N,
jul,1981,SOUTH AFRICA,Catching sardines,M,,N,gray shark
jun,1981,UK,Fishing,M,,N,thresher shark
jun,1981,USA,,M,,,
may,1981,USA,"Scuba diving, reportedly also spearfishing",M,,Y,
may,1981,SOUTH KOREA,Shell diving,F,27,Y,white shark
may,1981,SOUTH AFRICA,Surfing,M,27,N,Raggedtooth shark
may,1981,USA,Free diving,M,32,N,
may,1981,USA,Diving,M,,N,Lemon shark
may,1981,SOUTH AFRICA,Surfing,M,19,N,Raggedtooth shark
may,1981,NAMIBIA,Finning the shark that bit him,M,,N,
mar,1981,BERMUDA,Foundering of the Israeli freighter Mezada,,,N,
may,1981,SOUTH AFRICA,Surfing,M,24,N,Tiger shark
mar,1981,USA,Standing / Wading,M,19,N,dusky shark
mar,1981,USA,Surfing,M,24,N,
mar,1981,CHILE,Free diving Spearfishing,M,,N,White shark
,1981,BRAZIL,Diving,,,,White shark
feb,1981,SOUTH AFRICA,Swimming,M,30,N,blacktip shark
feb,1981,AUSTRALIA,Exercising his dog in the shallows,M,,N,hammerhead shark
feb,1981,AUSTRALIA,,,,,
feb,1981,USA,Surfing,M,15,N,hammerhead shark
,1981,BRAZIL,Spearfishing,,,N,
jan,1981,USA,Commercial spearfishing,M,25,N,Tiger shark
jan,1981,SOUTH AFRICA,Swimming,M,23,,
,1981,AUSTRALIA,Surf-skiing,M,27,N,Tiger shark
,1981,GREECE,"Free diving / spearfishing, ",M,,N,
,1980,SOUTH AFRICA,Paddleskiing,M,25,N,
dec,1980,SOUTH AFRICA,,,,,
nov,1980,REUNION,Spearfishing,M,22,N,white shark
nov,1980,AUSTRALIA,Swimming,M,,N,
nov,1980,SOUTH AFRICA,Swimming,M,,,
nov,1980,BRAZIL,Swimming,M,16,Y,
oct,1980,USA,Surfing,M,29,N,white shark
oct,1980,USA,Surfing,M,19,N,white shark
aug,1980,MEXICO,Diving in tuna net,M,22,Y,
aug,1980,USA,Wading,F,10,N,
aug,1980,USA,Resting on body board,M,,N,Tiger shark
jul,1980,SPAIN,Skin diving,M,,N,Blue shark
jul,1980,USA,Body surfing,M,15,N,
jul,1980,USA,Standing,F,22,N,
,1980,USA,Surfing,M,,N,
,1980,USA,Surfing,M,,N,
jun,1980,USA,Scuba diving,F,44,N,Blue shark
may,1980,SOUTH AFRICA,Surfing,M,22,N,
apr,1980,JAMAICA,Spearfishing,M,,N,
apr,1980,PHILIPPINES,Sinking of the ferryboat Don Juan,,,Y,
,1980,MEXICO,Body surfing,F,13,N,Tiger shark
mar,1980,SOUTH AFRICA,Free diving,M,52,Y,Tiger shark
mar,1980,BRAZIL,Swimming,M,,N,
mar,1980,PHILIPPINES,Sinking of the ferryboat Bongbong 1,F,,Y,
mar,1980,SOUTH AFRICA,Fishing,M,61,N,hammerhead shark
jan,1980,SOUTH AFRICA,Body boarding,M,24,N,white shark
jan,1980,KENYA,Spearfishing,M,29,N,
jan,1980,SOUTH AFRICA,Spearfishing,M,29,N,Zambesi shark
jan,1980,SOUTH AFRICA,Swimming,M,,N,Hammerhead shark
jan,1980,SOUTH AFRICA,Swimming,M,25,N,Raggedtooth shark
jan,1980,CHILE,Hookah Diving,M,,Y,White shark
,1980,OCEAN,Gaffing netted shark,M,34,N,
,1980,GREECE,Surfing,M,,,white shark
,1980,SOUTH AFRICA,Spearfishing,M,20,,
,1980,TONGA,Spearfishing,M,20,N,
dec,1979,SOUTH AFRICA,Swimming,M,18,N,
dec,1979,PORTUGAL,Spearfishing,M,19,Y,White shark
dec,1979,OCEAN,Diving,M,32,N,
nov,1979,USA,Surfing,M,20,N,White shark
nov,1979,SOUTH AFRICA,Shark fishing,,,N,White shark
oct,1979,SOUTH AFRICA,Fishing,M,,N,Raggedtooth shark
sep,1979,AUSTRALIA,Scuba diving,M,18,N,small shark
aug,1979,HONG KONG,Freedom swimming,M,21,Y,
aug,1979,HONG KONG,,M,16,Y,
aug,1979,USA,Kayaking,M,49,N,
aug,1979,THAILAND,Murdered by Thai pirates,M,,Y,
jun,1979,USA,Floating with life preserver after his boat foundered,M,56,N,
may,1979,USA,Scuba diving,M,36,,
,1979,SOUTH AFRICA,Spearfishing,M,25,N,White shark
may,1979,SOUTH AFRICA,Scuba diving,M,,Y,
,1979,NEW CALEDONIA,Fishing,,,N,
,1979,NEW CALEDONIA,,M,,Y,
apr,1979,USA,Swimming,M,24,N,
apr,1979,USA,Body surfing,M,8,N,
mar,1979,USA,Surfing,M,27,N,spinner shark
mar,1979,USA,Scuba diving (submerged),M,,N,White shark
mar,1979,SOUTH AFRICA,,,,N,
,1979,NEW CALEDONIA,Spearfishing,M,,Y,
feb,1979,SOUTH AFRICA,"Surfing, collided with shark",M,19,N,
,1979,USA,Fishing,M,,Y,
dec,1978,AUSTRALIA,,M,,N,
dec,1978,SOUTH AFRICA,Spearfishing,M,23,Y,White shark
nov,1978,USA,Surfing,M,,N,
nov,1978,USA,Surfing,M,17,N,
oct,1978,SOUTH AFRICA,Fishing,M,,,
sep,1978,SOUTH AFRICA,Spearfishing,M,27,N,White shark
sep,1978,ITALY,Diving,M,,N,White shark
sep,1978,AUSTRALIA,Scuba diving for abalone,M,34,N,
aug,1978,USA,Wading,M,,N,
aug,1978,USA,Floating on inner tube raft,M,27,N,
jul,1978,USA,"Explosion destroyed 28' boat, survivors in the water ",M,39,N,
jul,1978,USA,Fishing,M,27,N,
jun,1978,USA,Surfing,M,20,N,
jun,1978,USA,Surfing,M,17,N,
jun,1978,ITALY,,,,,
apr,1978,MARSHALL ISLANDS,Diving,M,25,N,
apr,1978,MARSHALL ISLANDS,Diving,M,23,N,
,1978,AUSTRALIA,Scuba diving,M,,N,Sevengill shark
mar,1978,SOUTH AFRICA,,,,N,
feb,1978,SOUTH AFRICA,Fishing for mackerel,,,N,kg shark
feb,1978,SOUTH AFRICA,Diving,M,,N,White shark
jan,1978,SOUTH AFRICA,Surfing,M,17,N,blacktip shark
jan,1978,SOUTH AFRICA,,M,,,
,1978,USA,Surfing,F,,N,
,1978,VANUATU,Swimming,F,,Y,
dec,1977,USA,"Swimming, after single-engine aircraft went down in the sea",M,49,N,
dec,1977,USA,Surfing,M,27,N,
dec,1977,SOUTH AFRICA,Surfing,M,18,N,Tiger shark
,1977,SOUTH AFRICA,Fishing for bottom fish,,,N,white shark
nov,1977,SOUTH AFRICA,Standing,M,,N,
oct,1977,SOUTH AFRICA,Spearfishing,M,25,N,White shark
aug,1977,AUSTRALIA,Surfing,M,17,N,White shark
aug,1977,AUSTRALIA,Floating on an inflatable raft,M,25,Y,
aug,1977,SOUTH AFRICA,Fishing,M,,N,White shark
aug,1977,USA,Free diving for abalone (surfacing),M,20,N,White shark
aug,1977,USA,Wading,M,17,,
jul,1977,USA,40' fishing boat sank,M,21,N,
jun,1977,USA,Spearfishing / Scuba diving,M,27,N,Bull shark
jun,1977,USA,Collecting fish from net,M,25,N,Bull shark
may,1977,SOUTH AFRICA,Fishing for yellowtail,M,,N,Mako shark
may,1977,AUSTRALIA,,M,,,
apr,1977,AUSTRALIA,,M,,N,
apr,1977,USA,Swimming,M,,N,
mar,1977,SOUTH AFRICA,Swimming,M,31,N,
mar,1977,AUSTRALIA,"Their 9 m launch was run down by a 25,000-ton Japanese freighter  on the night of 3-11-1977 & they drifted, clinging to an icebox for 2 days",M,32,N,
mar,1977,AUSTRALIA,"Their 9 m launch was run down by a 25,000-ton Japanese freighter  on the night of 3-11-1977 & they drifted, clinging to an icebox for 2 days",M,74,Y,
mar,1977,AUSTRALIA,"Their 9 m launch was run down by a 25,000-ton Japanese freighter  on the night of 3-11-1977 & they drifted, clinging to an icebox for 2 days",M,45,Y,
feb,1977,AUSTRALIA,"Pushed surfmat of a young girl out of the shark's path, drawing shark's attention to his own board",M,24,N,
feb,1977,AUSTRALIA,,M,,,
,1977,NEW CALEDONIA,,,,N,
,1977,MEXICO,Swimming,M,,Y,
dec,1976,AUSTRALIA,,M,,N,
dec,1976,USA,Hookah diving for abalone (submerged),M,29,N,White shark
nov,1976,SOUTH AFRICA,"Thrashing the water / imitating the shark victim from ""Jaws""",M,19,N,White shark
nov,1976,AUSTRALIA,,,,,
nov,1976,USA,Surfing,M,19,N,lemon shark
nov,1976,SOUTH AFRICA,Swimming,M,17,,
,1976,SOUTH AFRICA,Fishing for white shark,,,N,White shark
oct,1976,SOUTH AFRICA,Boat,,,N,White shark
oct,1976,USA,Surfing,M,25,N,White shark
oct,1976,SOUTH AFRICA,Surfing,M,20,N,White shark
sep,1976,NEW CALEDONIA,Shipwreck,,,N,
sep,1976,AUSTRALIA,"Skindiving,",M,27,N,
sep,1976,HONG KONG,"3,909-ton Panamanian freighter Chieh Lee sank in a typhoon",M,,Y,
sep,1976,USA,Swimming,M,16,Y,
sep,1976,USA,Swimming,M,,Y,
sep,1976,USA,Surfing,M,15,N,Tiger shark
aug,1976,USA,"Surfing, fell off surfboard",M,23,N,
aug,1976,USA,Surfing,M,19,N,White shark
jul,1976,USA,Spearfishing,M,24,N,
jul,1976,USA,Playing,M,10,N,
jul,1976,USA,Scuba diving,M,18,Y,
jul,1976,USA,Spearfishing,M,23,N,
jun,1976,USA,Skindiving,M,17,N,
jun,1976,USA,Swimming,M,,N,
jun,1976,ITALY,Fishing,M,46,N,Blue shark
jun,1976,AUSTRALIA,Sitting in bow of her father's 5 m boat,F,,N,
may,1976,SOUTH AFRICA,Competing in a light tackle game fishing,,,N,Mako shark
apr,1976,USA,,,,,
mar,1976,USA,Standing,M,21,N,
mar,1976,SOUTH AFRICA,Fishing,,,N,Whale shark
mar,1976,SOUTH AFRICA,,,,N,White shark
mar,1976,SOUTH AFRICA,,,,N,White shark
feb,1976,SOUTH AFRICA,Shark watching,,,N,white shark
jan,1976,SOUTH AFRICA,Shark fishing,,,N,
jan,1976,AUSTRALIA,,F,,N,
jan,1976,SOUTH AFRICA,Fishing for snoek & yellowtail,,,N,White shark
jan,1976,USA,Spearfishing / scuba diving,M,25,N,
jan,1976,NEW ZEALAND,Spearfishing,M,,Y,whaler shark
,1976,USA,Scuba diving,M,,Y,
dec,1975,AUSTRALIA,Attempting to drive shark away from the beach,,,N,
dec,1975,USA,Scuba diving & spearfishing,M,27,N,White shark
dec,1975,AUSTRALIA,Filming & feeding captive sharks,M,35,N,nurse shark
nov,1975,AUSTRALIA,Standing,M,20,N,
nov,1975,SOUTH AFRICA,Standing,M,33,N,dusky shark
nov,1975,AUSTRALIA,,M,,N,
nov,1975,USA,Surfing,M,18,N,
oct,1975,USA,Surf fishing,M,,,
oct,1975,AUSTRALIA,Surfing,M,20,N,
oct,1975,USA,Surfing,,,,
,1975,SOUTH AFRICA,Paddleskiing,M,21,N,
aug,1975,SOUTH AFRICA,Surfing,M,19,N,White shark
aug,1975,USA,Floating on a small orange raft ,M,20,N,
aug,1975,USA,Free diving for abalone,M,44,N,White shark
aug,1975,HONG KONG,Freedom swimming,M,24,N,
jul,1975,USA,Sea disaster,F,62,Y,
jul,1975,AUSTRALIA,Scuba diving for abalone,M,37,Y,White shark
jul,1975,USA,Free diving,M,24,N,
jul,1975,AUSTRALIA,Surfing,M,21,N,
jul,1975,USA,Scuba diving for abalone (at surface),M,23,N,White shark
jul,1975,USA,Hookah diving for abalone,M,34,N,White shark
jul,1975,USA,Swimming,F,14,N,
jul,1975,AUSTRALIA,Spearfishing,M,29,N,whaler shark
jul,1975,USA,Surfing,M,16,N,
jun,1975,USA,Swimming ,M,18,N,
jun,1975,USA,Standing,F,15,N,
jun,1975,USA,Swimming near his boat,M,27,N,
jun,1975,USA,Surfing,M,20,N,
,1975,USA,,M,,N,
may,1975,USA,Surfing,M,17,N,
,1975,USA,Bathing,F,10,N,
apr,1975,ITALY,Scuba diving,M,37,,
apr,1975,SOUTH AFRICA,,M,,,
apr,1975,SOUTH AFRICA,Spearfishing Competition,M,,N,White shark
mar,1975,SOUTH AFRICA,Swimming,M,,,
mar,1975,AUSTRALIA,,F,,N,
mar,1975,USA,Floating in inner tube,M,14,N,
mar,1975,AUSTRALIA,Diving & force-feeding the shark,,18,N,whaler shark
mar,1975,SOUTH AFRICA,Attempting to drag hooked shark ashore by its tail,M,,N,
,1975,BANGLADESH,Ferry capsized,,,Y,
feb,1975,SOUTH AFRICA,Surfing,M,16,N,
feb,1975,SOUTH AFRICA,,,,N,Mako shark
feb,1975,AUSTRALIA,Swimming underwater from crayfish cage to a fishing bait,M,12,Y,White shark
feb,1975,AUSTRALIA,Crayfishing,M,45,N,Carpet shark
feb,1975,AUSTRALIA,,M,,N,
feb,1975,SOUTH AFRICA,Fishing,M,12,N,Copper shark
jan,1975,AUSTRALIA,Surfing,M,17,Y,
,1975,BERMUDA,Spearfishing,M,25,N,blue shark
,1975,REUNION,,M,,Y,
dec,1974,AUSTRALIA,,,32,N,
nov,1974,USA,Standing,M,24,N,
sep,1974,USA,Surfing,M,17,N,White shark
sep,1974,USA,Hookah diving for abalone,M,29,N,White shark
sep,1974,ISRAEL,Swimming,F,20,N,mako shark
sep,1974,USA,Scuba diving (but on surface),M,41,N,White shark
sep,1974,USA,Scuba diving (but on surface),M,48,N,White shark
sep,1974,AUSTRALIA,3.3 m fishing boat sank. Treveluwe & Peter Hodgson (wearing lifejackets) were drifting in the current,M,30,N,
,1974,USA,Surfing,M,24,N,White shark
aug,1974,HONG KONG,Freedom Swimming,M,22,N,
aug,1974,HONG KONG,Freedom swimming,M,,Y,
aug,1974,HONG KONG,Freedom swimming,M,19,N,
aug,1974,HONG KONG,Freedom swimming,M,18,N,
aug,1974,CROATIA,,M,21,Y,White shark
aug,1974,USA,Surfing,M,,N,White shark
jul,1974,USA,Free diving for abalone (submerged),M,36,N,White shark
jul,1974,USA,Swimming,M,17,Y,small shark
jul,1974,USA,Adrift after the sinking of the motor yacht Princess Dianne,M,10,Y,
jun,1974,USA,Swimming,F,61,N,
may,1974,USA,Free diving (but on surface),M,45,N,White shark
apr,1974,BRAZIL,Fishing boat swamped in a storm,M,,Y,
apr,1974,SOUTH AFRICA,Spearfishing,M,22,N,Raggedtooth shark
apr,1974,SOUTH AFRICA,Standing,M,19,N,
apr,1974,USA,Swimming,F,11,N,
apr,1974,SOUTH AFRICA,Surfing,M,17,N,dusky shark
mar,1974,SOUTH AFRICA,Surfing,M,21,N,
,1974,SOUTH AFRICA,Fishing for kob,,,N,White shark
feb,1974,SOUTH AFRICA,Swimming,M,14,N,
feb,1974,SOUTH AFRICA,Swimming,M,19,N,
,1974,SOUTH AFRICA,Fishing for red fish,,,N,white shark
,1974,SOUTH AFRICA,Fishing for kob,,,N,White shark
jan,1974,SOUTH AFRICA,Sitting,M,42,N,Raggedtooth shark
jan,1974,AUSTRALIA,Diving for abalone,M,26,Y,White shark
jan,1974,SOUTH AFRICA,Swimming,M,33,N,
jan,1974,MOZAMBIQUE,Swimming,M,,Y,
jan,1974,MOZAMBIQUE,Swimming,M,32,Y,
,1974,AUSTRALIA,Spearfishing,M,,N,whaler shark
,1974,CROATIA,,,,Y,
dec,1973,MOZAMBIQUE,Spearfishing,M,41,N,
dec,1973,MOZAMBIQUE,Swimming ,M,20,Y,
dec,1973,PHILIPPINES,Swimming,M,19,Y,
dec,1973,USA,Swimming,M,,N,
,1973,MEXICO,Swimming alongside yacht Mexico Fiesta,M,20,Y,
nov,1973,AUSTRALIA,,,,N,
nov,1973,USA,Surfing,M,13,N,
nov,1973,AUSTRALIA,,M,,N,
sep,1973,SOUTH AFRICA,Being pulled to shore from wreck of 25-ton fishing vessel Alan S,M,,Y,
sep,1973,BAHAMAS,"Free diving, Spearfishing",M,11,N,bull shark
sep,1973,HONG KONG,Freedom Swimming,M,20,Y,
sep,1973,MEXICO,"Free diving, Spearfishing",M,37,Y,White shark
,1973,EGYPT,,M,,N,Tiger shark
aug,1973,AUSTRALIA,,,21,,
aug,1973,AUSTRALIA,Surfing,M,16,N,
aug,1973,USA,Crabbing (spearing crabs),M,17,N,blacktip shark
jun,1973,HONG KONG,Freedom Swimming,M,,N,
apr,1973,MEXICO,Wading,M,45,Y,
mar,1973,AUSTRALIA,,M,,N,
mar,1973,MOZAMBIQUE,Spearfishing,M,28,Y,
,1973,SOUTH AFRICA,Spearfishing,M,26,N,blacktip shark
feb,1973,MEXICO,Swimming,,57,Y,
jan,1973,SOUTH AFRICA,Fishing from paddleski,M,,N,
jan,1973,USA,Surfing,M,,N,
,1973,PALAU,Scuba diving (submerged),M,,N,Tiger shark
,1973,PALAU,Scuba diving & U/W photography,M,,N,reef shark
,1973,SOUTH AFRICA,Surfing,M,13,N,
dec,1972,SOUTH AFRICA,Treading water,M,29,N,
dec,1972,MOZAMBIQUE,Swimming,M,25,N,
dec,1972,MEXICO,Body surfing,M,17,Y,
dec,1972,SOUTH AFRICA,Swimming,M,,N,White shark
dec,1972,AUSTRALIA,,M,,N,
dec,1972,AUSTRALIA,,,24,N,
dec,1972,REUNION,Spearfishing,,,Y,
oct,1972,AUSTRALIA,Spearfishing,M,24,N,
oct,1972,AUSTRALIA,Surfing,M,19,N,whaler shark
oct,1972,USA,Scuba diving,M,,Y,whitetip shark
oct,1972,USA,Surfing,M,17,N,
oct,1972,NEW ZEALAND,Swimming,M,17,N,
sep,1972,USA,Surfing,M,,N,White shark
sep,1972,MOZAMBIQUE,Swimming,F,20,,
aug,1972,USA,Surfing,M,15,N,
aug,1972,USA,Spearfishing,M,,N,
aug,1972,AUSTRALIA,Diving for abalone,M,45,N,White shark
jul,1972,USA,Diving,,,,
jun,1972,AUSTRALIA,,M,,Y,
jun,1972,AUSTRALIA,,M,,Y,
jun,1972,USA,Surfing,M,22,N,
may,1972,USA,Free diving for abalone,M,32,N,White shark
may,1972,FRENCH POLYNESIA,Spearfishing,M,27,N,reef shark
apr,1972,WESTERN SAMOA,Swimming,M,25,Y,tiger shark
apr,1972,AUSTRALIA,,F,,N,
apr,1972,MOZAMBIQUE,Swimming,M,19,Y,
mar,1972,PACIFIC OCEAN ,Fishing,M,33,N,
mar,1972,USA,Spearfishing,M,,N,
feb,1972,AUSTRALIA,Surfing,M,18,N,
feb,1972,AUSTRALIA,,,,N,
jan,1972,SOUTH AFRICA,Swimming,M,20,Y,
jan,1972,SOUTH AFRICA,Sitting in shallows,F,30,N,Zambesi shark
jan,1972,MOZAMBIQUE,Standing,M,24,N,White shark
,1972,FRANCE,Swimming,,,N,White shark
,1972,MARSHALL ISLANDS,"Free diving, collecting shells",M,,N,reef shark
dec,1971,AUSTRALIA,,,22,N,
dec,1971,SOUTH AFRICA,Swimming,F,16,N,White shark
dec,1971,AUSTRALIA,,M,20,Y,
nov,1971,HONG KONG,Freedom Swimming,M,20,N,
oct,1971,AUSTRALIA,,,20,N,
oct,1971,USA,Surfing,M,18,N,
oct,1971,SOUTH AFRICA,Swimming,M,25,N,
oct,1971,USA,Scuba diving,M,30,N,White shark
sep,1971,USA,Surfing,,17,N,
sep,1971,CROATIA,Swimming,M,34,Y,White shark
sep,1971,AUSTRALIA,Fishing,M,51,Y,
aug,1971,AUSTRALIA,Scuba diving & feeding fish,M,26,N,nurse shark
jul,1971,USA,Wading,M,8,N,
jul,1971,USA,Hookah diving (submerged),M,,N,White shark
jun,1971,SOUTH AFRICA,Surfing,M,21,N,White shark
jun,1971,UK,Scuba diving,M,32,N,porbeagle shark
apr,1971,KENYA,Swimming,M,16,N,
apr,1971,SOUTH AFRICA,Swimming,M,50,Y,White shark
apr,1971,MEXICO,Surfing,M,19,Y,
apr,1971,VENEZUELA,,M,14,Y,
apr,1971,VENEZUELA,,M,66,Y,
,1971,MOZAMBIQUE,Wreck of the 1689-ton Portuguese  coaster Angoche,,,Y,
mar,1971,NEW ZEALAND,Surfing,M,16,N,White shark
jan,1971,AUSTRALIA,Swimming,M,,N,
,1971,AUSTRALIA,Surfing,M,15,N,White shark
,1971,IRAN,,M,,N,
,1971,IRAN,,M,,N,
dec,1970,MOZAMBIQUE,Fishing for prawns,M,18,Y,
dec,1970,MOZAMBIQUE,Fishing for prawns,M,18,Y,
dec,1970,MICRONESIA,Fishing,M,,N,
dec,1970,USA,Shipwreck,M,41,N,
,1970,,,M,,N,
oct,1970,USA,Body surfing,M,,N,
,1970,USA,Surfing,M,,N,
sep,1970,MICRONESIA,Diving,M,43,N,
sep,1970,PALAU,Spearfishing,M,20,N,
sep,1970,USA,Floating on a raft,M,18,N,
sep,1970,AUSTRALIA,,M,20,N,
,1970,USA,Swimming,M,,N,Dog shark
,1970,USA,Scuba diving,M,,N,
aug,1970,,Sea Disaster Sinking of ferryboat Christina,,,,
jul,1970,,,M,,N,Mako shark
jun,1970,USA,Fishing,M,13,N,
jun,1970,SOUTH AFRICA,Scuba Diving,M,25,N,Raggedtooth shark
jun,1970,GRENADA,Wading,M,16,Y,
jun,1970,GRENADA,Wading,M,18,Y,
,1970,PHILIPPINES,Motor launch Baby Princesa capsized with 22 people on board,,,Y,
apr,1970,GRENADA,Swimming,M,14,Y,
,1970,,Freediving,M,,N,Wobbegong shark
,1970,SOLOMON ISLANDS,Swimming,M,,,Wobbegong shark
mar,1970,USA,Body surfing,M,,,
mar,1970,USA,Wading,M,19,N,
feb,1970,,Wading,F,8,N,Carpet shark
jan,1970,MOZAMBIQUE,Swimming,M,14,N,
jan,1970,MOZAMBIQUE,Swimming,M,16,N,Zambesi shark
jan,1970,MOZAMBIQUE,Swimming,M,12,N,Zambesi shark
jan,1970,MOZAMBIQUE,Swimming,M,10,N,Zambesi shark
jan,1970,EGYPT,Air disaster,M,,Y,
jan,1970,MEXICO,Swimming,M,22,N,
jan,1970,UK,Attempted to return injured shark to the sea,M,,N,blue shark
,1970,PAPUA NEW GUINEA,Freediving,M,15,N,
,1970,SRI LANKA,Spearfishing / freediving,M,,N,
,1970,SPAIN,Spearfishing,M,,N,Blue shark
,1970,ITALY,Fishing on a boat,M,,N,White shark
,1970,CROATIA,Spearfishing,M,,,White shark
,1970,IRAQ,Washing cooking pans,F,28,N,
,1970,IRAQ,Washing clothes on stairs,F,25,N,
,1970,IRAQ,Swimming,M,35,Y,
,1970,IRAQ,"Fishing, trying to catch the end of his fishing line",M,35,N,
nov,1969,AUSTRALIA,Swimming,M,15,N,
nov,1969,USA,Scuba diving for lobsters,M,,N,
nov,1969,AUSTRALIA,,M,27,N,
oct,1969,USA,Diving,M,,N,whitetip shark
sep,1969,USA,Free diving for abalone,M,53,N,White shark
aug,1969,USA,Floating on his back,M,,N,
aug,1969,USA,Fishing,M,28,N,
aug,1969,USA,Surfing,M,15,N,
aug,1969,USA,Body surfing,M,13,N,
,1969,,,M,25,N,
jul,1969,UK,,M,,N,
jul,1969,USA,,M,13,N,Nurse shark
jul,1969,USA,Freediving for abalone (at surface),M,,N,White shark
jun,1969,USA,Wading,M,22,,
jun,1969,JAMAICA,Diving,M,27,N,
,1969,USA,Wading,M,8,N,
may,1969,USA,Surf-fishing,M,,N,
may,1969,USA,Diving,M,23,N,Nurse shark
may,1969,DOMINICAN REPUBLIC,Surfing,M,18,,
may,1969,AUSTRALIA,,,,N,
apr,1969,AUSTRALIA,Netting pilchards,M,,,
aug,1969,USA,Fishing,M,,N,Lemon shark
mar,1969,AUSTRALIA,,M,65,N,Mako shark
mar,1969,USA,Surfing,M,16,N,White shark
feb,1969,AUSTRALIA,Fishing,M,49,N,gill shark
,1969,AUSTRALIA,Hard hat diving,M,52,,
jan,1969,AUSTRALIA,Freediving,M,21,N,
,1969,AUSTRALIA,,M,,N,Carpet shark
,1969,BAHAMAS,Sight-seeing,,,N,
dec,1968,SOUTH AFRICA,Freediving,M,,,
dec,1968,AUSTRALIA,Feeding mullet to sharks,M,27,N,nurse shark
dec,1968,NEW ZEALAND,Surfing,M,17,N,White shark
dec,1968,AUSTRALIA,,M,,N,White shark
dec,1968,SOUTH AFRICA,Spearfishing,M,28,N,hammerhead shark
,1968,SOUTH AFRICA,,M,30,,
nov,1968,SOUTH AFRICA,Fishing,M,22,N,
nov,1968,PAPUA NEW GUINEA,Wreck of the Storm King,,,,
nov,1968,AUSTRALIA,,M,16,N,
oct,1968,BAHAMAS,,M,,N,
oct,1968,USA,Spearfishing using Scuba,M,,N,bull shark
oct,1968,PHILIPPINES,Sinking of the ferryboat Dumaguete ,,,N,
sep,1968,USA,Surfing,,,,
sep,1968,NEW ZEALAND,Spearfishing,M,24,Y,White shark
aug,1968,USA,Playing with a frisbee in the shallows,,9,N,hammerhead shark
aug,1968,USA,Standing,M,15,N,
aug,1968,FRENCH POLYNESIA,Swimming,M,12,N,
aug,1968,MALAYSIA,Leaving the water,,41,N,
aug,1968,COLUMBIA,Dynamite fishing,M,18,N,
jul,1968,USA,Free diving,M,25,N,White shark
jul,1968,USA,Wading,M,33,N,
jul,1968,USA,Spearfishing using Scuba,M,33,N,
